Year;race_ethnicity;start;end;president;party
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1995;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;Black;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;Black;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1996;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;Arab ;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1997;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;Hispa;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1998;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;Black;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;Black;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;Indo ;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
1999;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;Hispa;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;Asian;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2000;White;1993;2001;Bill Clinton          ;Democratic                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;Black;2001;2009;George W. Bush        ;Republican                                   
2001;Black;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;Asian;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;Black;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2001;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;Hispa;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;Black;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2002;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;Asian;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;Hispa;2001;2009;George W. Bush        ;Republican                                   
2003;Black;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;Asian;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;Arab ;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2003;White;2001;2009;George W. Bush        ;Republican                                   
2004;Black;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;Black;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;Black;2001;2009;George W. Bush        ;Republican                                   
2004;Black;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;Hispa;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;Black;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2004;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;Black;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;Asian;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2005;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;Black;2001;2009;George W. Bush        ;Republican                                   
2006;Black;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;Black;2001;2009;George W. Bush        ;Republican                                   
2006;Black;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;Hispa;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;Black;2001;2009;George W. Bush        ;Republican                                   
2006;Asian;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2006;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;Black;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2007;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;Black;2001;2009;George W. Bush        ;Republican                                   
2008;Black;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2008;White;2001;2009;George W. Bush        ;Republican                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;Black;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;Black;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;Black;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2009;Black;2009;2017;Barack Obama          ;Democratic                                   
2009;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2010;White;2009;2017;Barack Obama          ;Democratic                                   
2011;Hispa;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;Black;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;Hispa;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;Black;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2011;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;Black;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;Black;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;Asian;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2012;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;Black;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;Black;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;Black;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2013;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2014;White;2009;2017;Barack Obama          ;Democratic                                   
2015;White;2009;2017;Barack Obama          ;Democratic                                   
